"","","Min","Smp","Avg","Avg","Avg","WVc","WVc","WVc","Max","Avg","Max","Avg","Max","Avg","Avg","Tot","Max","TMx","Avg","Avg","Smp","Smp","Avg","Std","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2019-01-19 14:30:00",1732,14.04,-7.903,-12.6,84.8,-14.63,1.915,12.04,27.04,5.605,0.944,2.604,1.45,4.657,100.6,101.4,0.1,6,"2019-01-19 14:01:00",0.032,223.4,0.01,0.04,571.1,7.02,121.8,67.49,-6.803,2.889,-12.24,260.9,54.36,-9.69,0.554,115,70.38,44.66,256,265.7,0.111,0.25,0.283,0.278,0.215,0.008,0.072,0.06,0.035,0.04,-0.413,1.103,2.1,2.78,3.81,-797.105,-0.1
"2019-01-19 15:00:00",1733,14.04,-7.951,-12.85,83.8,-15.02,2.19,11.03,25.29,5.842,1.023,3.822,1.58,5.578,100.5,101.3,0.1,6,"2019-01-19 14:32:00",0.032,233.6,0.01,0.04,565.4,6.816,101,56.39,-4.831,3.437,-12.63,260.5,44.65,-8.27,0.558,96.2,59.83,36.38,256.4,264.6,0.112,0.25,0.283,0.278,0.215,0.009,0.071,0.06,0.035,0.04,-0.403,1.126,2.1,2.77,3.81,-794.9598,-0.1
"2019-01-19 15:30:00",1734,14.04,-8.24,-12.98,84.2,-15.08,2.215,13.43,27.04,6.146,1.015,3.361,1.603,4.377,100.5,101.3,0,6,"2019-01-19 15:00:01",0.037,245.3,0.02,0.03,562.3,6.604,60.42,34.12,-3.77,3.501,-12.88,260.3,26.3,-7.271,0.565,56.65,37.62,19.03,256.4,263.7,0.111,0.25,0.283,0.278,0.215,0.009,0.072,0.06,0.035,0.04,-0.407,1.11,2.1,2.757,3.803,-798.8932,-0.1
"2019-01-19 16:00:00",1735,14.05,-8.66,-13.26,86.3,-15.06,1.98,8.41,27.76,6.991,0.969,2.803,1.433,4.163,100.4,101.2,0.1,0,"2019-01-19 15:30:01",0.041,240.8,0.02,0.03,566.6,6.662,41.68,23.74,-3.261,3.331,-13.18,260,17.94,-6.592,0.57,38.42,27.07,11.35,255.7,262.3,0.111,0.25,0.283,0.278,0.215,0.007,0.07,0.06,0.035,0.039,-0.4,1.097,2.1,2.757,3.8,-797.327,-0.1
"2019-01-19 16:30:00",1736,14.06,-9.09,-13.53,87.7,-15.13,2.073,14.67,24.02,5.554,0.903,3.492,1.417,5.101,100.4,101.2,0.1,6,"2019-01-19 16:04:00",0.046,247.5,0.02,0.03,566.9,6.65,26.86,15.5,-2.788,3.518,-13.55,259.6,11.36,-6.306,0.578,24.07,19.02,5.051,254.7,261,0.111,0.25,0.283,0.278,0.215,0.007,0.071,0.06,0.034,0.04,-0.4,1.136,2.1,2.773,3.793,-794.8729,-0.1
"2019-01-19 17:00:00",1737,14.07,-9.55,-13.7,87.2,-15.37,2.026,13.29,25.65,5.613,0.929,2.72,1.459,4.624,100.4,101.1,0.1,6,"2019-01-19 16:40:00",0.049,186.7,0.03,0.04,563.6,6.453,10.89,6.449,-2.021,3.587,-13.75,259.4,4.445,-5.608,0.599,8.87,10.04,-1.164,254.7,260.3,0.111,0.25,0.283,0.278,0.215,0.009,0.072,0.06,0.033,0.04,-0.393,1.123,2.1,2.773,3.793,-793.5199,-0.097
"2019-01-19 17:30:00",1738,14.08,-9.94,-13.75,88.3,-15.27,1.748,24.06,30.55,5.039,0.949,2.654,1.304,3.646,100.3,101.1,0.1,6,"2019-01-19 17:00:01",0.05,194.9,0.03,0.04,565.3,6.628,1.123,0.973,-0.791,3.836,-13.85,259.3,0.15,-4.626,1.919,0.333,4.809,-4.476,255.5,260.2,0.111,0.25,0.283,0.278,0.215,0.008,0.071,0.06,0.033,0.04,-0.39,1.117,2.1,2.777,3.793,-793.3337,-0.07
"2019-01-19 18:00:00",1739,14.09,-10.31,-13.71,87.1,-15.39,2.348,26.14,26.68,5.9,1.055,2.341,1.676,4.196,100.3,101.1,0,6,"2019-01-19 17:36:00",0.052,189.7,0.02,0.04,562.5,6.65,-0.013,0.266,0.212,3.753,-13.81,259.3,-0.279,-3.541,"NAN",0.199,4.019,-3.821,256.7,260.2,0.111,0.25,0.283,0.278,0.215,0.009,0.072,0.06,0.034,0.04,-0.39,1.123,2.1,2.78,3.78,-791.3356,-0.023
"2019-01-19 18:30:00",1740,14.09,-10.54,-13.78,87.7,-15.38,2.28,8.02,25.8,6.873,0.978,2.868,1.606,4.69,100.3,101,0.1,0,"2019-01-19 18:00:01",0.052,194.9,0.02,0.04,562.4,6.547,-0.224,0.152,-1.904,3.277,-13.85,259.3,-0.376,-5.181,-1.767,-2.128,3.429,-5.557,254.4,259.6,0.111,0.25,0.283,0.278,0.215,0.009,0.07,0.06,0.034,0.04,-0.397,1.137,2.1,2.757,3.78,-792.6564,0
"2019-01-19 19:00:00",1741,14.1,-10.72,-14.1,89.7,-15.42,1.922,0.135,27.53,5.714,0.866,2.225,1.413,4.674,100.2,101,0.1,6,"2019-01-19 18:31:00",0.056,189.2,0.02,0.04,562.9,6.62,-0.343,0.088,-2.172,3.106,-14.14,259,-0.431,-5.279,-0.345,-2.515,3.195,-5.71,253,258.3,0.112,0.25,0.283,0.278,0.215,0.008,0.072,0.06,0.035,0.04,-0.38,1.103,2.1,2.75,3.757,-790.871,0
"2019-01-19 19:30:00",1742,14.1,-10.95,-14.38,88.9,-15.81,2.075,1.026,25.57,5.891,0.954,2.918,1.456,4.476,100.2,100.9,0.1,6,"2019-01-19 19:10:00",0.058,177.2,0.03,0.05,564.3,6.661,-0.125,0.187,0.253,3.726,-14.47,258.7,-0.313,-3.473,-2.733,0.128,3.913,-3.785,254.2,257.6,0.111,0.25,0.283,0.278,0.215,0.009,0.071,0.06,0.033,0.04,-0.387,1.117,2.1,2.763,3.77,-791.8445,0
"2019-01-19 20:00:00",1743,14.11,-11.13,-14.53,89.4,-15.89,1.945,354.6,27.62,5.418,0.923,4.068,1.456,4.163,100.1,100.9,0.1,6,"2019-01-19 19:32:00",0.058,189.5,0.03,0.05,563.7,6.639,-0.186,0.132,-0.415,3.659,-14.62,258.5,-0.318,-4.074,-1.159,-0.601,3.791,-4.392,252.9,257,0.111,0.25,0.283,0.278,0.215,0.008,0.073,0.06,0.035,0.04,-0.377,1.103,2.1,2.747,3.767,-789.288,0
"2019-01-19 20:30:00",1744,14.12,-11.36,-14.94,90.3,-16.17,1.799,355.9,27.78,6.137,0.878,4.991,1.274,4.805,100.1,100.9,0.2,6,"2019-01-19 20:11:00",0.061,187.1,0.03,0.05,558.5,6.36,-0.306,0.105,-1.776,3.156,-15,258.1,-0.411,-4.932,-0.403,-2.082,3.261,-5.343,250,255,0.111,0.25,0.283,0.278,0.215,0.008,0.072,0.06,0.035,0.04,-0.373,1.117,2.1,2.747,3.76,-789.6776,0
"2019-01-19 21:00:00",1745,14.13,-11.54,-15.05,90,-16.33,1.702,351.2,30.59,5.9,0.807,2.918,1.283,3.786,100.1,100.8,0.1,6,"2019-01-19 20:34:00",0.064,191.7,0.03,0.05,559.7,6.542,-0.192,0.2,-0.317,3.495,-15.17,258,-0.392,-3.812,-1.152,-0.509,3.695,-4.203,250.8,254.7,0.111,0.25,0.283,0.278,0.215,0.008,0.074,0.06,0.034,0.04,-0.377,1.104,2.1,2.76,3.757,-790.1442,0
"2019-01-19 21:30:00",1746,14.13,-11.73,-15.15,89.2,-16.53,2.032,354,27.94,6.83,0.984,3.558,1.492,4.706,100,100.7,0.1,6,"2019-01-19 21:09:00",0.066,189.1,0.02,0.05,556.7,6.601,-0.096,0.2,0.725,3.506,-15.25,257.9,-0.296,-2.781,"INF",0.629,3.706,-3.077,251.5,254.3,0.111,0.25,0.283,0.278,0.215,0.008,0.072,0.06,0.033,0.04,-0.363,1.116,2.1,2.733,3.737,-789.6248,0
"2019-01-19 22:00:00",1747,14.13,-11.87,-15.16,90,-16.44,1.783,353.5,32.72,5.622,0.879,4.725,1.342,4,99.9,100.7,0.2,6,"2019-01-19 21:46:00",0.069,191.7,0.03,0.06,557.7,6.528,-0.113,0.195,0.494,3.332,-15.28,257.9,-0.308,-2.838,"INF",0.381,3.527,-3.147,251.2,254.1,0.111,0.25,0.283,0.278,0.215,0.008,0.072,0.06,0.035,0.04,-0.373,1.113,2.1,2.763,3.723,-787.669,0
"2019-01-19 22:30:00",1748,14.14,-12,-15.22,89.8,-16.52,1.894,354.4,32.36,6.559,0.874,3.162,1.382,4.78,99.9,100.6,0.2,6,"2019-01-19 22:03:00",0.072,191.3,0.02,0.06,554.8,6.582,-0.137,0.179,0.266,3.15,-15.31,257.8,-0.316,-2.885,-1.579,0.128,3.329,-3.201,250.9,253.7,0.111,0.25,0.283,0.278,0.215,0.009,0.072,0.06,0.034,0.04,-0.367,1.12,2.1,2.737,3.713,-788.1221,0
"2019-01-19 23:00:00",1749,14.14,-12.14,-15.38,89,-16.79,1.808,357.1,34.59,6.103,1.052,4.677,1.449,4.999,99.9,100.6,0,6,"2019-01-19 22:37:00",0.074,189.1,0.02,0.06,553.7,6.246,-0.188,0.114,0.583,3.108,-15.43,257.7,-0.302,-2.525,-0.88,0.395,3.222,-2.827,250.7,253.2,0.111,0.25,0.283,0.278,0.215,0.008,0.072,0.06,0.034,0.04,-0.354,1.113,2.1,2.757,3.717,-787.3353,0
"2019-01-19 23:30:00",1750,14.15,-12.33,-15.75,89.2,-17.12,2.06,358,35.31,7.641,1.027,3.988,1.505,6.17,99.8,100.5,0.2,0,"2019-01-19 23:00:01",0.076,187.3,0.02,0.06,552.4,6.533,-0.29,0.023,-0.512,2.863,-15.79,257.4,-0.313,-3.375,-0.123,-0.801,2.886,-3.688,248.2,251.6,0.111,0.249,0.283,0.278,0.215,0.009,0.072,0.06,0.034,0.04,-0.37,1.103,2.1,2.737,3.717,-787.4668,0
"2019-01-20 00:00:00",1751,14.15,-12.49,-15.92,89.8,-17.2,1.983,352.7,33.5,6.542,0.903,3.411,1.459,5.117,99.7,100.5,0,6,"2019-01-19 23:32:00",0.079,189,0.03,0.07,554,6.365,-0.19,0.111,-0.376,2.752,-16.01,257.1,-0.302,-3.128,-0.62,-0.566,2.864,-3.43,247.5,250.6,0.111,0.249,0.283,0.278,0.215,0.009,0.074,0.06,0.035,0.04,-0.36,1.09,2.1,2.733,3.707,-786.66,0
"2019-01-20 00:30:00",1752,14.16,-12.65,-16.17,89.3,-17.53,1.759,353.7,33.68,5.335,0.948,4.792,1.409,5.216,99.7,100.4,0.1,0,"2019-01-20 00:00:01",0.082,193.5,0.03,0.07,553.3,6.37,-0.197,0.078,0.562,3.054,-16.24,256.9,-0.275,-2.492,-0.577,0.365,3.132,-2.767,247.6,250,0.111,0.249,0.283,0.278,0.215,0.008,0.072,0.06,0.034,0.04,-0.367,1.107,2.1,2.747,3.71,-786.4376,0
"2019-01-20 01:00:00",1753,14.17,-12.83,-16.37,88.4,-17.84,1.925,350.4,38.62,6.186,1.067,3.706,1.585,6.218,99.6,100.4,0,6,"2019-01-20 00:59:00",0.085,190.3,0.02,0.07,553.8,6.28,-0.138,0.144,0.349,2.918,-16.44,256.7,-0.282,-2.57,-1.422,0.211,3.062,-2.851,246.6,249.2,0.111,0.25,0.283,0.278,0.215,0.008,0.074,0.06,0.034,0.04,-0.363,1.063,2.1,2.75,3.707,-786.2867,0
"2019-01-20 01:30:00",1754,14.17,-13.01,-16.41,88,-17.94,2.053,358.9,37.17,9.68,1.111,4.151,1.586,5.874,99.6,100.3,0.1,6,"2019-01-20 01:30:00",0.088,187.6,0.03,0.08,553.8,6.271,-0.078,0.166,1.275,2.942,-16.48,256.7,-0.244,-1.668,"NAN",1.196,3.108,-1.912,247.3,249,0.112,0.249,0.283,0.278,0.215,0.009,0.072,0.06,0.037,0.04,-0.36,1.054,2.1,2.74,3.7,-787.1799,0
"2019-01-20 02:00:00",1755,14.17,-13.16,-16.51,87.9,-18.04,1.748,354.3,44.13,7.817,1.117,7.831,1.435,5.627,99.6,100.3,0.1,6,"2019-01-20 01:30:01",0.091,187.9,0.03,0.08,553,6.291,-0.157,0.105,1.115,2.874,-16.56,256.6,-0.262,-1.759,"INF",0.958,2.979,-2.021,246.9,248.6,0.111,0.249,0.283,0.278,0.215,0.008,0.073,0.06,0.035,0.04,-0.35,1.123,2.1,2.743,3.707,-786.2768,0
"2019-01-20 02:30:00",1756,14.17,-13.34,-16.76,86.8,-18.44,2.146,354.8,37.27,9.92,1.151,4.876,1.625,5.973,99.5,100.3,0.1,6,"2019-01-20 02:14:00",0.09,205.6,0.03,0.08,553.1,6.154,-0.187,0.069,0.942,2.839,-16.79,256.4,-0.256,-1.897,"INF",0.754,2.908,-2.153,245.8,247.7,0.111,0.249,0.283,0.278,0.215,0.009,0.071,0.06,0.034,0.04,-0.36,1.1,2.1,2.73,3.707,-785.4064,0
"2019-01-20 03:00:00",1757,14.18,-13.59,-17.16,88.4,-18.62,2.531,353.1,34.88,10.14,1.264,5.302,1.892,7.059,99.5,100.3,0.2,6,"2019-01-20 02:53:00",0.098,186.4,0.03,0.08,556.3,6.553,-0.261,-0.005,-0.321,2.222,-17.2,255.9,-0.256,-2.542,-0.687,-0.582,2.217,-2.799,243,245.6,0.111,0.249,0.283,0.278,0.215,0.007,0.072,0.06,0.034,0.04,-0.334,1.103,2.097,2.743,3.703,-787.2568,0
"2019-01-20 03:30:00",1758,14.19,-13.8,-17.23,87.2,-18.86,2.355,352.1,38.39,7.436,1.243,5.615,1.895,8.44,99.4,100.2,0.1,6,"2019-01-20 03:05:00",0.103,189.1,0.03,0.09,555.4,6.567,-0.055,0.071,2.413,2.722,-17.31,255.8,-0.126,-0.309,"NAN",2.358,2.793,-0.434,245.3,245.6,0.111,0.249,0.283,0.278,0.215,0.008,0.074,0.06,0.035,0.04,-0.353,1.07,2.097,2.73,3.7,-784.8777,0
"2019-01-20 04:00:00",1759,14.19,-13.9,-17.09,86.6,-18.79,1.896,349,42.07,7.548,0.987,4.975,1.456,4.747,99.4,100.2,0.5,6,"2019-01-20 03:53:00",0.104,186.9,0.03,0.09,558,6.36,0.07,0.186,3.339,3.082,-17.18,256,-0.116,0.257,"INF",3.41,3.268,0.141,246.7,246.5,0.111,0.249,0.283,0.278,0.215,0.008,0.072,0.06,0.033,0.04,-0.36,1.107,2.1,2.72,3.7,-784.2622,0
"2019-01-20 04:30:00",1760,14.2,-13.94,-17.12,85.1,-19.03,1.937,344.5,38.94,6.719,1.082,4.2,1.514,4.591,99.4,100.1,0.2,6,"2019-01-20 04:06:00",0.102,189.5,0.03,0.09,558.9,6.325,-0.012,0.159,1.902,3.073,-17.18,256,-0.17,-1.172,"NAN",1.89,3.232,-1.342,245.3,246.5,0.112,0.249,0.283,0.278,0.215,0.009,0.072,0.06,0.033,0.04,-0.347,1.09,2.093,2.723,3.703,-783.5367,0
"2019-01-20 05:00:00",1761,14.2,-14,-17.05,82,-19.39,1.887,348.2,47.02,8.16,1.067,4.398,1.503,5.841,99.4,100.2,0.2,6,"2019-01-20 04:33:00",0.104,180.8,0.03,0.09,558.9,6.378,-0.112,0.229,-4.047,1.922,-17.11,256,-0.341,-5.969,"NAN",-4.159,2.151,-6.31,239.6,245.6,0.111,0.249,0.283,0.278,0.215,0.008,0.071,0.06,0.034,0.04,-0.37,1.104,2.093,2.727,3.7,-784.3342,0
"2019-01-20 05:30:00",1762,14.2,-14,-17,81,-19.49,2.118,346.8,40.26,7.616,1.079,4.036,1.601,6.861,99.5,100.2,0.4,6,"2019-01-20 05:01:00",0.104,171.7,0.02,0.09,558.2,6.382,0.199,0.169,4.454,3.251,-17.05,256.1,0.029,1.203,0.873,4.653,3.421,1.232,248.4,247.2,0.111,0.249,0.283,0.278,0.215,0.009,0.07,0.06,0.035,0.04,-0.353,1.073,2.093,2.723,3.7,-784.2546,0
"2019-01-20 06:00:00",1763,14.2,-14,-16.93,81.2,-19.39,2.222,344.9,39.21,6.913,1.257,5.328,1.714,5.446,99.4,100.2,0.2,6,"2019-01-20 05:32:00",0.104,178.1,0.02,0.09,557.3,6.381,0.125,0.145,2.772,3.126,-16.97,256.2,-0.019,-0.353,"NAN",2.898,3.27,-0.373,247,247.3,0.111,0.249,0.283,0.278,0.215,0.008,0.071,0.06,0.034,0.04,-0.36,1.103,2.087,2.747,3.703,-783.1245,0
"2019-01-20 06:30:00",1764,14.2,-14.04,-16.91,82,-19.25,2.361,342.9,41.13,8.07,1.315,7.705,1.799,7.601,99.4,100.2,0.1,6,"2019-01-20 06:05:00",0.099,194.8,0.02,0.09,556.7,6.533,0.014,0.179,0.311,2.381,-16.96,256.2,-0.164,-2.071,"NAN",0.325,2.56,-2.235,244.6,246.6,0.111,0.249,0.283,0.278,0.215,0.009,0.071,0.06,0.035,0.04,-0.35,1.073,2.083,2.713,3.7,-782.4698,0
"2019-01-20 07:00:00",1765,14.2,-14.03,-16.81,81.2,-19.28,2.237,341.2,38.95,6.939,1.239,4.151,1.713,6.417,99.4,100.2,0.1,6,"2019-01-20 06:31:00",0.103,170.7,0.01,0.09,557.3,6.419,0.071,0.169,1.369,2.541,-16.85,256.3,-0.098,-1.172,"NAN",1.439,2.709,-1.27,246,247.2,0.111,0.249,0.283,0.278,0.215,0.009,0.071,0.06,0.033,0.04,-0.343,1.103,2.063,2.717,3.7,-783.1366,0
"2019-01-20 07:30:00",1766,14.2,-13.99,-16.76,80.2,-19.37,2.028,340.9,43.58,7.412,1.12,5.648,1.573,5.693,99.5,100.3,0,6,"2019-01-20 07:06:00",0.102,171.3,0.01,0.09,557.7,6.298,0.108,0.19,1.536,2.703,-16.8,256.3,-0.082,-1.167,1.976,1.644,2.893,-1.249,246.4,247.5,0.111,0.249,0.283,0.278,0.215,0.009,0.071,0.06,0.033,0.04,-0.337,1.087,2.067,2.723,3.7,-781.9123,0
"2019-01-20 08:00:00",1767,14.2,-13.96,-16.73,78.68,-19.56,2.04,333.1,42.19,6.77,1.116,5.417,1.53,5.66,99.5,100.3,0,0,"2019-01-20 07:30:01",0.102,170.6,0.01,0.08,557.8,6.318,2.065,1.419,-0.005,2.419,-16.75,256.4,0.646,-2.424,0.758,2.06,3.838,-1.778,245,247.5,0.111,0.249,0.283,0.278,0.215,0.009,0.072,0.06,0.034,0.04,-0.35,1.106,2.043,2.72,3.7,-782.3888,0
"2019-01-20 08:30:00",1768,14.2,-13.87,-16.57,77.84,-19.53,1.784,335.7,41.54,6.905,0.985,3.328,1.44,5.281,99.6,100.4,0,0,"2019-01-20 08:00:01",0.102,170.8,0.01,0.08,558,6.257,10,6.123,-0.376,2.444,-16.6,256.5,3.879,-2.82,0.615,9.63,8.57,1.058,245.2,248.1,0.111,0.249,0.283,0.278,0.215,0.01,0.072,0.06,0.035,0.04,-0.337,1.057,2.03,2.717,3.703,-781.5566,0
"2019-01-20 09:00:00",1769,14.2,-13.7,-16.43,75.18,-19.8,1.882,337,45.81,7.819,1.158,4.232,1.534,5.198,99.6,100.4,0,0,"2019-01-20 08:30:01",0.101,170.7,0,0.08,556.1,6.575,38.57,22.35,-9.83,1.17,-16.41,256.7,16.22,-11,0.583,28.74,23.52,5.227,236.5,247.5,0.111,0.249,0.283,0.278,0.215,0.01,0.075,0.06,0.035,0.04,-0.343,1.067,2.037,2.71,3.7,-780.4067,0
"2019-01-20 09:30:00",1770,14.2,-13.61,-16.59,74.1,-20.12,1.774,333.7,38.66,6.905,0.871,4.826,1.346,5.052,99.7,100.4,0,0,"2019-01-20 09:00:01",0.1,171.2,0,0.09,557.7,6.357,67.13,31.93,-64.22,-9.07,-16.48,256.7,35.21,-55.15,0.477,2.916,22.86,-19.94,181.9,237,0.111,0.249,0.283,0.278,0.215,0.009,0.072,0.06,0.034,0.04,-0.353,1.09,2.027,2.7,3.7,-780.7333,0
"2019-01-20 10:00:00",1771,14.2,-13.48,-15.62,72.99,-19.36,1.918,330,39.38,6.884,0.994,3.201,1.54,5.413,99.7,100.4,0,0,"2019-01-20 09:30:01",0.1,171.5,0,0.08,555.2,6.764,290.1,58.11,-78.12,-15.78,-14.8,258.3,231.9,-62.34,0.207,211.9,42.33,169.6,174.5,236.8,0.112,0.248,0.283,0.278,0.215,0.009,0.071,0.06,0.033,0.04,-0.34,1.067,2.013,2.727,3.7,-780.8478,0
"2019-01-20 10:30:00",1772,14.18,-12.84,-14.19,67.46,-18.91,2.224,333.4,41.5,7.103,1.306,5.317,1.798,5.709,99.7,100.5,0.7,0,"2019-01-20 10:00:01",0.099,171.2,0,0.08,549.8,6.556,391.2,107.3,-74.45,-14.2,-12.99,260.2,283.9,-60.25,0.273,316.8,93.1,223.6,185.3,245.6,0.111,0.248,0.283,0.278,0.215,0.01,0.07,0.06,0.033,0.04,-0.333,1.083,2.013,2.7,3.7,-779.5699,0
"2019-01-20 11:00:00",1773,14.16,-11.72,-13.79,63.4,-19.25,2.047,330.4,45.64,8.46,1.22,5.04,1.671,9.56,99.7,100.5,0.3,6,"2019-01-20 10:31:00",0.098,170.7,0,0.08,549.3,6.663,419,125,-87.6,-15.37,-12.6,260.6,294,-72.2,0.298,331.4,109.6,221.7,173.7,246,0.111,0.248,0.283,0.278,0.215,0.008,0.072,0.06,0.034,0.04,-0.337,1.077,2.007,2.693,3.7,-779.6121,0
"2019-01-20 11:30:00",1774,14.13,-10.86,-13.51,62,-19.24,1.975,337.6,48.23,9.05,1.349,5.187,1.7,6.169,99.7,100.5,0.2,6,"2019-01-20 11:02:00",0.098,172.9,0,0.08,547.7,6.576,464.9,160.9,-92,-14.74,-11.99,261.2,304.1,-77.22,0.346,373,146.1,226.8,171.8,249,0.112,0.248,0.283,0.278,0.215,0.009,0.072,0.06,0.034,0.04,-0.317,1.087,2.01,2.703,3.7,-779.3155,0
"2019-01-20 12:00:00",1775,14.13,-10.33,-12.45,57.73,-19.08,2.431,327.7,42.01,9.42,1.437,6.452,1.903,9.46,99.7,100.5,0.8,6,"2019-01-20 11:41:00",0.097,175.4,0,0.07,545.3,6.684,496.4,195.5,-94.3,-13.38,-11.37,261.8,300.8,-80.9,0.394,402.1,182.2,219.9,172,252.9,0.112,0.248,0.283,0.278,0.215,0.009,0.071,0.06,0.035,0.04,-0.34,1.073,2.017,2.703,3.7,-778.3666,0
"2019-01-20 12:30:00",1776,14.11,-9.45,-11.84,54.33,-19.2,2.368,321.7,47.29,8.24,1.365,5.416,1.856,8.16,99.7,100.5,1.2,12,"2019-01-20 12:29:00",0.096,178.4,0,0.07,543.4,6.568,508.8,219,-96,-12.58,-10.88,262.3,289.8,-83.5,0.43,412.8,206.4,206.4,172.2,255.7,0.111,0.248,0.283,0.278,0.215,0.008,0.072,0.06,0.034,0.04,-0.33,1.067,2.007,2.7,3.7,-779.2111,0
"2019-01-20 13:00:00",1777,14.08,-8.24,-11.11,51.51,-19.15,1.939,333.8,53.22,7.508,1.3,7.242,1.669,6.104,99.7,100.5,0.1,12,"2019-01-20 12:34:00",0.096,184.2,0,0.07,542.3,6.753,504.5,228.3,-98.4,-13.29,-10.2,263,276.2,-85.1,0.453,406.1,215,191,172.6,257.8,0.112,0.248,0.283,0.278,0.215,0.01,0.072,0.06,0.033,0.04,-0.337,1.073,2,2.707,3.7,-778.9689,0
"2019-01-20 13:30:00",1778,14.04,-6.611,-11.04,50.86,-19.23,2.068,327.3,44.9,7.271,1.162,3.327,1.623,6.762,99.7,100.5,0,6,"2019-01-20 13:02:00",0.095,182.8,0,0.07,542.5,6.844,487.3,213.7,-98.6,-13.17,-10.26,262.9,273.6,-85.5,0.438,388.7,200.6,188.1,172.2,257.6,0.112,0.248,0.283,0.278,0.215,0.01,0.071,0.06,0.034,0.04,-0.34,1.063,2.003,2.69,3.7,-779.3344,0
"2019-01-20 14:00:00",1779,14.01,-5.658,-11.69,53.39,-19.27,2.035,324.6,52.48,6.233,1.27,4.346,1.656,5.994,99.7,100.5,0,0,"2019-01-20 13:30:01",0.096,179.9,0,0.07,540.1,6.955,455.3,171.4,-100,-15.66,-10.06,263.1,283.9,-84.4,0.376,355.2,155.7,199.5,171.6,256,0.112,0.248,0.283,0.278,0.215,0.008,0.07,0.06,0.035,0.04,-0.33,1.063,2,2.693,3.7,-778.2767,0
"2019-01-20 14:30:00",1780,14,-5.818,-12.7,53.95,-20.09,3.119,312,39.41,11.62,1.599,7.046,2.469,8.59,99.7,100.5,0,0,"2019-01-20 14:00:01",0.097,172.6,0,0.07,539.1,6.365,412.8,121.8,-98.1,-15.04,-11.25,261.9,291,-83.1,0.294,314.7,106.7,208,168.6,251.7,0.112,0.248,0.283,0.278,0.215,0.011,0.071,0.06,0.034,0.04,-0.337,1.063,2,2.717,3.7,-776.8743,0
"2019-01-20 15:00:00",1781,14,-6.786,-13.16,53.04,-20.72,2.665,317.4,45.09,10.3,1.437,6.667,2.094,8.49,99.8,100.6,0,0,"2019-01-20 14:30:01",0.097,173.3,0,0.07,539.6,6.531,352.4,83.1,-97.9,-17.02,-11.82,261.3,269.3,-80.9,0.235,254.5,66.09,188.4,166.5,247.4,0.112,0.248,0.283,0.278,0.215,0.009,0.071,0.06,0.032,0.04,-0.337,1.057,2,2.71,3.7,-777.0022,0
"2019-01-20 15:30:00",1782,14.03,-8.08,-13.12,50.95,-21.15,2.862,318.2,44.42,9.81,1.514,7.243,2.207,8.39,99.9,100.6,0,0,"2019-01-20 15:00:01",0.096,171.9,0,0.06,540.7,6.73,280.9,59.01,-97.9,-18.48,-12.2,261,221.9,-79.45,0.21,183,40.52,142.5,165,244.4,0.112,0.248,0.283,0.278,0.215,0.009,0.071,0.06,0.034,0.04,-0.32,1.043,2,2.683,3.7,-776.3266,0
"2019-01-20 16:00:00",1783,14.05,-8.82,-13.74,52.09,-21.47,2.403,318.2,41.72,10.75,1.299,5.928,1.868,7.997,99.9,100.7,0,0,"2019-01-20 15:30:01",0.096,172.5,0,0.06,542,6.619,161,43.03,-96.4,-18.99,-12.93,260.2,117.9,-77.42,0.291,64.54,24.04,40.5,163.6,241,0.112,0.248,0.283,0.278,0.215,0.01,0.072,0.06,0.034,0.04,-0.323,1.06,2,2.697,3.7,-776.0134,0
"2019-01-20 16:30:00",1784,14.06,-9.45,-14.35,54.47,-21.53,2.573,313.4,43.9,9.52,1.302,4.578,2.017,8.79,100,100.7,0,0,"2019-01-20 16:00:01",0.096,171.4,0,0.05,543,6.504,41.03,25.8,-92.5,-16.39,-14.29,258.9,15.24,-76.07,0.657,-51.43,9.41,-60.84,162.1,238.2,0.112,0.248,0.283,0.278,0.215,0.009,0.071,0.06,0.034,0.04,-0.337,1.047,2,2.687,3.7,-775.1121,0
"2019-01-20 17:00:00",1785,14.08,-10.6,-15.16,58.14,-21.55,2.723,315.9,41.24,11.1,1.336,7.342,2.087,7.816,100,100.8,0,0,"2019-01-20 16:30:01",0.096,181,0,0.05,547,6.547,20.04,10.78,-90.8,-16.46,-15.01,258.1,9.26,-74.3,0.539,-70.71,-5.674,-65.04,161,235.3,0.112,0.248,0.283,0.278,0.215,0.009,0.072,0.06,0.033,0.04,-0.327,1.05,2,2.687,3.7,-775.2999,0
"2019-01-20 17:30:00",1786,14.11,-11.79,-15.82,60.45,-21.73,2.325,314.7,43.98,8.51,1.264,5.383,1.831,6.746,100.1,100.9,0,0,"2019-01-20 17:00:01",0.095,170.5,0,0.05,549.3,6.433,1.263,2.902,-89.6,-16.95,-15.78,257.4,-1.639,-72.61,-1.969,-88.3,-14.05,-74.25,159.2,231.8,0.112,0.248,0.282,0.278,0.215,0.009,0.073,0.06,0.034,0.04,-0.34,1.05,2,2.707,3.7,-774.5422,0
