"","","Min","Smp","Avg","Avg","Avg","WVc","WVc","WVc","Max","Avg","Max","Avg","Max","Avg","Avg","Tot","Max","TMx","Avg","Avg","Smp","Smp","Avg","Std","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2018-12-29 01:00:00",697,13.65,4.433,3.195,82.8,0.565,2.224,239.8,37.57,8.32,1.314,4.312,1.749,4.409,99.5,100.3,0,0,"2018-12-29 00:30:01",-0.011,182.3,0.01,0,491.4,7.065,-0.751,0.001,-15.09,-3.473,3.2,276.4,-0.752,-11.62,-0.017,-15.84,-3.472,-12.37,315.6,327.2,0.24,0.29,0.287,0.28,0.217,0.06,0.079,0.07,0.034,0.04,2.35,2.496,3.2,3.86,4.9,-11.4,2.4
"2018-12-29 01:30:00",698,13.65,4.122,3.033,83.2,0.467,2.277,237.5,33.83,8.06,1.318,4.807,1.879,4.903,99.6,100.3,0,0,"2018-12-29 01:00:01",-0.011,188,0,0,494.1,6.78,-1.45,0.188,-32.62,-4.524,2.991,276.1,-1.638,-28.1,-0.136,-34.07,-4.336,-29.73,297.1,325.2,0.242,0.29,0.287,0.28,0.217,0.06,0.079,0.07,0.034,0.04,2.367,2.5,3.2,3.863,4.9,-11.4,2.4
"2018-12-29 02:00:00",699,13.67,3.634,2.705,85.2,0.474,2.003,239.4,31.54,6.246,1.057,4.94,1.613,6.76,99.6,100.4,0,0,"2018-12-29 01:30:01",-0.011,184.3,0,0,495.2,7.09,-2.42,0.639,-41.53,-5.691,2.653,275.8,-3.058,-35.84,-0.31,-43.95,-5.052,-38.9,286.6,322.4,0.236,0.29,0.287,0.28,0.218,0.059,0.08,0.07,0.033,0.04,2.357,2.49,3.2,3.863,4.9,-11.4,2.48
"2018-12-29 02:30:00",700,13.67,3.289,2.703,85.2,0.472,1.731,238.6,36.2,6.635,0.979,4.083,1.341,4.804,99.7,100.5,0,0,"2018-12-29 02:00:01",-0.012,180.3,0,0,494.2,7.111,-1.922,0.635,-41.7,-5.815,2.641,275.8,-2.557,-35.88,-0.354,-43.62,-5.181,-38.44,286.3,322.2,0.237,0.29,0.287,0.28,0.218,0.058,0.08,0.07,0.032,0.04,2.363,2.52,3.2,3.86,4.9,-11.4,2.5
"2018-12-29 03:00:00",701,13.68,2.985,2.522,85.8,0.385,1.443,244.6,34.97,4.514,0.791,2.318,1.176,3.637,99.7,100.5,0,0,"2018-12-29 02:30:01",-0.014,178.9,0.01,0,494,6.712,-1.817,0.513,-39.83,-6.135,2.544,275.7,-2.331,-33.69,-0.318,-41.65,-5.622,-36.02,287.7,321.4,0.239,0.29,0.287,0.28,0.217,0.059,0.08,0.07,0.033,0.04,2.357,2.52,3.2,3.867,4.9,-11.4,2.5
"2018-12-29 03:30:00",702,13.69,2.546,2.059,84.1,-0.336,1.72,251.5,35.17,5.696,0.877,3.459,1.207,4.771,99.8,100.6,0,0,"2018-12-29 03:00:01",-0.011,176.7,0,0,490.5,7.009,-2.936,0.694,-62.42,-7.286,2.161,275.3,-3.63,-55.14,-0.257,-65.36,-6.593,-58.77,263.3,318.5,0.244,0.29,0.287,0.28,0.217,0.06,0.08,0.07,0.033,0.04,2.347,2.55,3.2,3.87,4.9,-11.4,2.5
"2018-12-29 04:00:00",703,13.71,2.268,1.894,83.2,-0.647,1.516,259.1,36.41,5.899,0.775,2.258,1.161,4.048,99.8,100.6,0,0,"2018-12-29 03:30:01",-0.011,172.7,0,0,489.9,6.9,-1.25,0.368,-27.05,-4.963,1.945,275.1,-1.617,-22.09,-0.313,-28.3,-4.596,-23.7,297.7,319.8,0.248,0.29,0.287,0.28,0.217,0.058,0.08,0.07,0.034,0.04,2.333,2.547,3.2,3.86,4.9,-11.4,2.5
"2018-12-29 04:30:00",704,13.71,2.181,1.651,83.9,-0.783,1.423,255.8,35.82,5.038,0.699,2.735,1.117,4.468,99.9,100.7,0,0,"2018-12-29 04:00:01",-0.011,172.4,0,0,490.8,7.048,-1.543,0.234,-31.96,-4.476,1.74,274.9,-1.778,-27.48,-0.157,-33.5,-4.241,-29.26,291.8,319.3,0.246,0.29,0.287,0.28,0.217,0.059,0.08,0.07,0.034,0.04,2.323,2.55,3.2,3.87,4.9,-11.4,2.5
"2018-12-29 05:00:00",705,13.72,1.912,1.183,84.4,-1.157,1.554,265,32.16,4.86,0.775,3.327,1.265,4.623,99.9,100.7,0,0,"2018-12-29 04:30:01",-0.011,170.2,0,0,492.5,6.919,-1.883,0.386,-37.64,-4.318,1.258,274.4,-2.269,-33.32,-0.258,-39.52,-3.931,-35.59,283.9,317.2,0.248,0.29,0.287,0.28,0.217,0.06,0.08,0.07,0.032,0.04,2.297,2.577,3.21,3.853,4.9,-11.4,2.5
"2018-12-29 05:30:00",706,13.73,1.852,1.166,83.2,-1.374,1.643,285.2,40.52,5.46,0.824,3.211,1.288,4.146,100,100.7,0,0,"2018-12-29 05:00:01",-0.01,170.2,0,0,493.3,6.886,-0.665,0.065,-12.17,-2.199,1.129,274.3,-0.73,-9.97,-0.144,-12.84,-2.134,-10.7,308.7,318.7,0.252,0.29,0.287,0.28,0.217,0.059,0.081,0.07,0.033,0.04,2.283,2.587,3.243,3.863,4.9,-11.39667,2.423
"2018-12-29 06:00:00",707,13.73,1.832,0.858,83,-1.704,1.718,290.7,35.62,5.831,0.99,3.705,1.439,5.691,100,100.8,0,0,"2018-12-29 05:30:01",-0.01,170,0,0,494.8,6.913,-0.815,0.01,-13.37,-1.414,0.793,273.9,-0.825,-11.96,-0.017,-14.19,-1.404,-12.79,305.9,317.9,0.247,0.29,0.287,0.28,0.218,0.059,0.08,0.07,0.033,0.04,2.23,2.613,3.26,3.86,4.9,-11.39667,2.4
"2018-12-29 06:30:00",708,13.73,1.714,0.358,81.2,-2.494,1.953,283.3,42.85,6.821,1.007,3.211,1.454,5.89,100.1,100.9,0,0,"2018-12-29 06:00:01",-0.01,169.4,0,0,495.7,7.001,-0.982,-0.027,-15.08,-0.756,0.317,273.5,-0.955,-14.32,0.027,-16.06,-0.783,-15.27,302,316.4,0.249,0.29,0.287,0.28,0.217,0.058,0.081,0.07,0.032,0.04,2.197,2.617,3.29,3.873,4.887,-11.39333,2.4
"2018-12-29 07:00:00",709,13.74,1.467,-0.041,78.34,-3.358,1.608,273.5,41.98,5.679,1.009,4.528,1.424,6.004,100.2,101,0,0,"2018-12-29 06:30:01",-0.011,179.8,0,0,498.2,6.813,-0.996,0.176,-16.99,-0.164,-0.148,273,-1.172,-16.83,-0.174,-17.99,0.012,-18,298,314.8,0.25,0.29,0.287,0.28,0.218,0.059,0.08,0.07,0.033,0.04,2.16,2.637,3.3,3.86,4.9,-11.39,2.4
"2018-12-29 07:30:00",710,13.75,1.231,-0.345,80.9,-3.226,1.609,288.3,40.64,5.299,0.939,2.57,1.337,4.936,100.3,101.1,0,0,"2018-12-29 07:00:01",-0.01,169.6,0,0,499.7,6.794,-0.927,0.161,-14.8,0.388,-0.447,272.7,-1.088,-15.19,-0.176,-15.72,0.549,-16.27,298.8,314,0.25,0.29,0.287,0.28,0.218,0.059,0.079,0.07,0.034,0.04,2.14,2.667,3.3,3.863,4.897,-11.39,2.4
"2018-12-29 08:00:00",711,13.75,0.974,-0.755,79.87,-3.795,1.956,290.4,36.06,5.865,0.961,2.769,1.478,4.985,100.4,101.1,0,0,"2018-12-29 07:30:01",-0.01,169.9,0,0,501.7,6.971,-0.015,0.231,-14.12,0.987,-0.859,272.3,-0.246,-15.11,"NAN",-14.14,1.218,-15.36,297.6,312.7,0.248,0.29,0.287,0.28,0.218,0.058,0.08,0.07,0.032,0.04,2.104,2.647,3.32,3.857,4.887,-11.38667,2.397
"2018-12-29 08:30:00",712,13.77,0.722,-1.231,82.4,-3.852,1.377,307.6,45.21,5.898,0.819,3.228,1.185,5.264,100.4,101.2,0.1,0,"2018-12-29 08:00:01",-0.01,170,0,0,504.2,6.687,5.075,1.027,-13.34,1.529,-1.293,271.9,4.048,-14.87,0.204,-8.27,2.556,-10.82,296.4,311.2,0.247,0.29,0.287,0.28,0.218,0.058,0.08,0.07,0.032,0.04,2.077,2.683,3.37,3.87,4.89,-11.37333,2.3
"2018-12-29 09:00:00",713,13.77,0.493,-1.665,85.1,-3.848,0.833,321.1,51.71,3.763,0.63,2.522,0.748,2.469,100.5,101.3,0,6,"2018-12-29 08:41:00",-0.01,170.2,0,0,506.6,6.993,12.54,3.105,-12.26,2.459,-1.781,271.4,9.43,-14.72,0.247,0.279,5.564,-5.285,295.2,309.9,0.248,0.29,0.288,0.28,0.218,0.06,0.08,0.07,0.033,0.04,2.053,2.67,3.377,3.86,4.88,-11.36016,2.297
"2018-12-29 09:30:00",714,13.77,0.394,-1.7,81.4,-4.469,1.252,320.3,40.96,4.852,0.711,3.048,0.951,3.653,100.5,101.3,0,0,"2018-12-29 09:00:01",-0.01,170.2,0,0,506.4,6.992,39.54,9.28,-16.85,2.531,-1.808,271.3,30.26,-19.39,0.234,22.69,11.81,10.88,290.5,309.9,0.249,0.29,0.288,0.28,0.218,0.059,0.08,0.07,0.034,0.04,2.04,2.673,3.387,3.867,4.887,-11.36984,2.21
"2018-12-29 10:00:00",715,13.78,0.363,-1.808,77.21,-5.27,1.423,321.3,46.67,6.635,0.821,3.211,1.218,4.515,100.6,101.4,0,0,"2018-12-29 09:30:01",-0.01,169.4,0,0,507.3,7.008,53.06,11.96,-16.93,2.708,-1.858,271.3,41.09,-19.64,0.226,36.13,14.67,21.46,290.2,309.8,0.249,0.29,0.288,0.28,0.218,0.057,0.08,0.07,0.033,0.04,2,2.68,3.393,3.86,4.897,-11.3735,2.2
"2018-12-29 10:30:00",716,13.78,0.503,-1.879,72.32,-6.203,1.545,318.4,49.12,5.968,0.952,4.084,1.316,4.771,100.6,101.4,0,0,"2018-12-29 10:00:01",-0.009,177.3,0,0,508.9,6.861,136.3,28.01,-27.88,3.473,-1.852,271.3,108.3,-31.35,0.209,108.4,31.48,76.9,279.3,310.6,0.249,0.29,0.288,0.28,0.218,0.058,0.081,0.07,0.033,0.04,1.967,2.697,3.397,3.87,4.893,-11.3565,2.2
"2018-12-29 11:00:00",717,13.77,1.094,-1.57,67.74,-6.754,1.502,317.4,42.59,7.371,0.92,2.809,1.221,4.294,100.7,101.4,0,0,"2018-12-29 10:30:01",-0.011,176.4,0,0,508.3,6.739,226.1,34.05,-29.11,4.525,-1.218,271.9,192,-33.64,0.15,197,38.57,158.4,280.9,314.6,0.249,0.29,0.288,0.28,0.218,0.058,0.081,0.07,0.033,0.04,1.943,2.703,3.4,3.87,4.89,-11.35667,2.2
"2018-12-29 11:30:00",718,13.76,1.395,-1.807,68.19,-6.898,1.596,309.8,45.68,6.298,1.03,3.386,1.319,5.642,100.7,101.4,0,0,"2018-12-29 11:00:01",-0.011,176.3,0,0,509.5,6.709,212.1,24.76,-54.47,3.942,-1.288,271.9,187.3,-58.42,0.117,157.6,28.7,128.9,255.3,313.7,0.246,0.29,0.288,0.28,0.218,0.058,0.08,0.07,0.032,0.04,1.923,2.7,3.397,3.877,4.883,-11.34333,2.183
"2018-12-29 12:00:00",719,13.77,1.276,-1.702,66.17,-7.188,1.626,311,48.69,4.913,1.077,3.048,1.425,5.428,100.6,101.4,0,0,"2018-12-29 11:30:01",-0.011,173.4,0,0,509.1,6.594,296.9,35.45,-69.45,4.157,-1.252,271.9,261.5,-73.6,0.117,227.5,39.61,187.9,240.4,314,0.246,0.29,0.288,0.28,0.218,0.058,0.081,0.07,0.033,0.04,1.907,2.707,3.397,3.88,4.887,-11.33683,2.1
"2018-12-29 12:30:00",720,13.76,1.694,-1.661,66.56,-7.072,1.351,308.2,45.76,4.559,0.975,3.805,1.209,4.936,100.6,101.4,0,0,"2018-12-29 12:00:01",-0.015,180.8,0,0,509.3,6.931,173.9,24.49,-32.28,6.741,-1.238,271.9,149.4,-39.03,0.141,141.6,31.23,110.4,277.7,316.7,0.247,0.29,0.288,0.28,0.218,0.06,0.08,0.07,0.032,0.04,1.887,2.703,3.4,3.873,4.88,-11.36317,2.1
"2018-12-29 13:00:00",721,13.75,1.925,-1.801,64.94,-7.525,1.346,316,52.13,4.026,0.864,2.192,1.138,3.11,100.7,101.4,0,0,"2018-12-29 12:30:01",-0.016,178.3,-0.01,-0.01,509.3,6.652,162.9,22.83,-30.23,7.748,-1.579,271.6,140,-37.98,0.14,132.6,30.57,102.1,278.2,316.2,0.246,0.29,0.288,0.28,0.218,0.057,0.08,0.07,0.033,0.04,1.877,2.713,3.4,3.87,4.887,-11.36333,2.1
"2018-12-29 13:30:00",722,13.75,2.064,-1.862,63.94,-7.783,1.087,330,50.17,3.697,0.875,2.571,1.103,3.473,100.7,101.5,0,0,"2018-12-29 13:00:01",-0.017,182.4,-0.01,-0.01,510.4,6.907,160.8,22.1,-30.58,8.02,-1.553,271.6,138.7,-38.59,0.137,130.2,30.11,100.1,277.9,316.5,0.242,0.29,0.288,0.28,0.218,0.058,0.079,0.07,0.034,0.04,1.883,2.696,3.4,3.88,4.88,-11.35333,2.1
"2018-12-29 14:00:00",723,13.75,2.117,-1.847,63.01,-7.957,1.316,305.5,52.5,4.701,0.854,2.752,1.165,3.044,100.7,101.5,0,0,"2018-12-29 13:30:01",-0.017,178.8,-0.01,-0.01,510.4,6.905,167.3,20.59,-54.96,6.108,-1.601,271.5,146.7,-61.07,0.124,112.4,26.7,85.7,253.3,314.4,0.239,0.29,0.288,0.28,0.218,0.059,0.079,0.07,0.033,0.04,1.877,2.69,3.4,3.867,4.887,-11.34667,2.1
"2018-12-29 14:30:00",724,13.74,2.157,-1.879,59.68,-8.69,1.352,323.6,49.61,4.366,0.795,1.914,1.063,3.406,100.8,101.5,0,0,"2018-12-29 14:00:01",-0.017,174.9,-0.01,-0.01,508.8,6.74,232.4,21.72,-92.1,0.508,-1.227,271.9,210.7,-92.6,0.103,140.3,22.23,118.1,217.9,310.5,0.24,0.29,0.288,0.28,0.218,0.058,0.08,0.07,0.034,0.04,1.853,2.697,3.4,3.883,4.88,-11.3435,2.1
"2018-12-29 15:00:00",725,13.74,1.837,-2.171,59.35,-9.03,1.21,303.3,57.53,4.788,0.799,3.558,1.043,4.541,100.7,101.5,0,0,"2018-12-29 14:30:01",-0.013,178.2,-0.01,-0.01,509.5,6.726,238,16,-93.3,-2.539,-1.105,272,222,-90.7,0.069,144.8,13.46,131.3,217.3,308,0.243,0.29,0.288,0.28,0.218,0.058,0.08,0.07,0.033,0.04,1.883,2.71,3.4,3.88,4.89,-11.3465,2.1
"2018-12-29 15:30:00",726,13.75,0.991,-2.011,57.46,-9.3,1.213,325.1,49.08,3.398,0.765,2.174,1.024,2.974,100.8,101.5,0,0,"2018-12-29 15:00:01",-0.011,171.8,0,0,509.3,6.663,140.9,10.39,-94,-3.598,-1.211,271.9,130.5,-90.4,0.124,46.93,6.794,40.14,216.1,306.5,0.242,0.29,0.288,0.28,0.218,0.058,0.08,0.07,0.035,0.04,1.89,2.707,3.4,3.887,4.893,-11.34333,2.113
"2018-12-29 16:00:00",727,13.77,0.39,-2.358,57.99,-9.5,0.732,326.1,59.4,2.442,0.599,2.224,0.726,1.794,100.8,101.5,0,0,"2018-12-29 15:30:01",-0.011,172.9,0,0,510.3,6.892,44.04,7.704,-90.7,-0.576,-2.553,270.6,36.33,-90.1,0.191,-46.64,7.127,-53.77,213.3,303.4,0.246,0.29,0.288,0.28,0.218,0.056,0.079,0.07,0.035,0.04,1.903,2.703,3.4,3.887,4.883,-11.34,2.2
"2018-12-29 16:30:00",728,13.79,-0.422,-2.778,61.52,-9.15,0.539,329,50.14,2.875,0.488,1.767,0.601,1.779,100.8,101.6,0,0,"2018-12-29 16:00:01",-0.01,169.1,0,0.01,510.5,6.886,19.06,4.018,-86.9,-0.482,-3.219,269.9,15.04,-86.4,0.219,-67.81,3.536,-71.35,214.1,300.5,0.247,0.29,0.288,0.28,0.218,0.059,0.08,0.07,0.034,0.04,1.903,2.723,3.4,3.883,4.89,-11.35,2.2
"2018-12-29 17:00:00",729,13.81,-1.528,-3.296,64.48,-9.05,0.347,292.4,40.95,2.335,0.315,1.273,0.387,1.335,100.8,101.6,0,0,"2018-12-29 16:30:01",-0.01,170.2,0,0,511,6.885,2.218,2.748,-86.6,-0.68,-3.919,269.2,-0.53,-85.9,0.268,-84.4,2.068,-86.5,211.3,297.2,0.245,0.29,0.288,0.28,0.218,0.058,0.081,0.07,0.034,0.039,1.887,2.717,3.4,3.883,4.887,-11.34683,2.2
"2018-12-29 17:30:00",730,13.82,-2.619,-4.09,72.97,-8.24,0.122,298.9,35.36,1.035,0.072,0.434,0.051,0.595,100.9,101.6,0,0,"2018-12-29 17:00:01",-0.01,168.6,0,0.01,513.6,6.565,-4.451,2.546,-83,0.452,-4.78,268.4,-6.997,-83.5,-0.579,-87.5,2.997,-90.5,211.1,294.6,0.245,0.29,0.288,0.28,0.219,0.057,0.08,0.07,0.033,0.04,1.89,2.683,3.4,3.883,4.89,-11.34984,2.163
"2018-12-29 18:00:00",731,13.86,-3.351,-4.182,73.57,-8.22,0.432,331.5,34.93,2.954,0.288,1.107,0.31,1.828,100.9,101.7,0,0,"2018-12-29 17:30:01",-0.01,168.5,0,0.01,517.8,7.253,-1.786,2.325,-46.86,3.981,-5.019,268.1,-4.11,-50.84,-1.245,-48.65,6.306,-54.95,246.2,297.1,0.245,0.29,0.288,0.28,0.219,0.057,0.079,0.07,0.033,0.04,1.87,2.71,3.4,3.897,4.883,-11.34016,2.1
"2018-12-29 18:30:00",732,13.87,-3.452,-4.08,72.46,-8.3,0.984,348.5,33.19,3.873,0.573,2.753,0.812,2.437,100.9,101.7,0,0,"2018-12-29 18:00:01",-0.009,168.3,0.01,0.01,519,6.666,-3.134,1.041,-59.25,1.751,-4.469,268.7,-4.174,-61,-0.396,-62.38,2.792,-65.17,236.2,297.2,0.244,0.29,0.288,0.28,0.219,0.058,0.081,0.07,0.032,0.04,1.847,2.713,3.4,3.897,4.89,-11.35317,2.1
"2018-12-29 19:00:00",733,13.87,-3.71,-4.883,74.61,-8.7,1.425,1.587,30.14,4.126,0.734,2.423,1.057,2.37,100.9,101.7,0,0,"2018-12-29 18:30:01",-0.009,168.5,0.01,0.01,522.9,6.975,-3.595,0.97,-65.69,2.202,-5.216,267.9,-4.565,-67.89,-0.271,-69.29,3.172,-72.46,226.5,294.4,0.239,0.29,0.288,0.28,0.219,0.058,0.081,0.07,0.033,0.04,1.81,2.733,3.4,3.887,4.887,-11.34016,2.1
"2018-12-29 19:30:00",734,13.9,-4.215,-5.471,78.35,-8.64,0.779,341.3,24.94,2.977,0.454,1.175,0.732,1.959,100.9,101.7,0,0,"2018-12-29 19:00:01",-0.009,168.7,0.01,0,528.1,6.597,-4.477,1.558,-77.69,2.044,-6.014,267.1,-6.036,-79.73,-0.349,-82.2,3.603,-85.8,211.1,290.8,0.239,0.29,0.288,0.28,0.219,0.057,0.08,0.07,0.033,0.04,1.807,2.7,3.4,3.903,4.88,-11.34984,2.1
"2018-12-29 20:00:00",735,13.91,-4.745,-5.88,79.01,-8.93,0.965,354.8,43.47,2.69,0.557,1.375,0.785,2.14,100.9,101.7,0,0,"2018-12-29 19:30:01",-0.009,168.4,0.01,0,525.2,6.82,-3.638,1.609,-67.44,3.519,-6.469,266.7,-5.247,-70.96,-0.46,-71.08,5.128,-76.21,219.3,290.3,0.238,0.29,0.288,0.28,0.219,0.057,0.081,0.07,0.033,0.04,1.783,2.737,3.4,3.913,4.883,-11.36333,2.1
"2018-12-29 20:30:00",736,13.92,-4.801,-5.785,79.04,-8.84,0.495,323.9,40.36,1.72,0.382,1.025,0.485,1.351,100.9,101.7,0,0,"2018-12-29 20:00:01",-0.008,168.5,0.01,0,530.9,6.874,-1.144,1.334,-22.87,7.43,-6.286,266.9,-2.478,-30.3,-1.417,-24.01,8.76,-32.77,264.7,295,0.238,0.29,0.288,0.28,0.219,0.058,0.081,0.07,0.036,0.04,1.773,2.713,3.4,3.893,4.88,-11.35,2.1
"2018-12-29 21:00:00",737,13.92,-4.552,-5.732,77.28,-9.07,0.831,347.2,43.28,2.049,0.537,1.47,0.734,1.549,100.9,101.6,0,0,"2018-12-29 20:30:01",-0.008,168.3,0,0.01,528.3,7.013,-1.128,0.857,-18.9,7.42,-6.035,267.1,-1.985,-26.33,-0.776,-20.03,8.28,-28.31,269.7,296.1,0.244,0.29,0.288,0.28,0.219,0.058,0.08,0.07,0.033,0.04,1.73,2.737,3.4,3.907,4.877,-11.3635,2.1
"2018-12-29 21:30:00",738,13.92,-4.373,-5.799,77.82,-9.05,1.148,19,26.5,2.75,0.671,1.7,0.9,2.078,100.8,101.6,0,0,"2018-12-29 21:00:01",-0.008,168.2,0,0,529.9,7.047,-1.041,0.771,-17.47,7.422,-6.054,267.1,-1.813,-24.9,-0.747,-18.51,8.19,-26.71,271.1,296,0.244,0.29,0.288,0.28,0.219,0.058,0.08,0.07,0.034,0.04,1.73,2.737,3.4,3.913,4.847,-11.36333,2.1
"2018-12-29 22:00:00",739,13.92,-4.243,-5.788,77.66,-9.06,0.791,357.3,30.3,2.336,0.499,0.96,0.667,1.648,100.7,101.5,0,0,"2018-12-29 21:30:01",-0.008,168.4,0,0,531.1,6.872,-1.158,0.841,-19.57,7.334,-6.052,267.1,-1.999,-26.9,-0.732,-20.73,8.18,-28.9,269,295.9,0.243,0.29,0.288,0.28,0.219,0.057,0.08,0.07,0.034,0.04,1.713,2.723,3.4,3.913,4.867,-11.39317,2.007
"2018-12-29 22:30:00",740,13.91,-4.139,-5.708,76.86,-9.12,0.562,29.58,31.34,1.568,0.461,1.074,0.494,1.219,100.7,101.4,0,0,"2018-12-29 22:00:01",-0.008,168.1,0,0,536,6.835,-0.928,0.908,-14.89,7.66,-5.996,267.2,-1.837,-22.55,-0.981,-15.82,8.57,-24.39,273.9,296.5,0.236,0.29,0.288,0.28,0.219,0.057,0.079,0.07,0.034,0.041,1.69,2.717,3.4,3.923,4.86,-11.4,2
"2018-12-29 23:00:00",741,13.91,-4.018,-5.607,77.5,-8.91,0.461,75.67,55.37,2.007,0.473,0.96,0.543,0.989,100.6,101.4,0,0,"2018-12-29 22:30:01",-0.007,168.2,0,0,536.7,6.881,-0.871,0.889,-13.24,7.664,-5.881,267.3,-1.76,-20.9,-1.031,-14.11,8.55,-22.66,276.1,297,0.235,0.29,0.288,0.28,0.219,0.056,0.081,0.07,0.034,0.04,1.647,2.74,3.417,3.91,4.843,-11.4,2
"2018-12-29 23:30:00",742,13.91,-3.894,-5.572,76.54,-9.04,0.296,184,32.47,1.188,0.391,0.96,0.388,1.12,100.7,101.4,0,0,"2018-12-29 23:00:01",-0.007,168.3,0,0,533.4,7.135,-0.929,0.855,-12.4,7.632,-5.835,267.3,-1.783,-20.03,-0.926,-13.32,8.49,-21.81,277.1,297.2,0.236,0.29,0.288,0.28,0.219,0.058,0.081,0.07,0.033,0.04,1.623,2.69,3.423,3.927,4.877,-11.4,2
"2018-12-30 00:00:00",743,13.91,-3.791,-5.446,77.34,-8.78,0.203,285.5,47.2,0.844,0.266,0.598,0.31,0.956,100.7,101.4,0,0,"2018-12-29 23:30:01",-0.007,168.2,0,0,534.9,6.724,-0.756,0.932,-11.46,7.728,-5.77,267.4,-1.689,-19.18,-1.241,-12.21,8.66,-20.87,278.3,297.5,0.236,0.29,0.288,0.28,0.219,0.056,0.08,0.07,0.034,0.04,1.617,2.713,3.42,3.93,4.863,-11.4,2
"2018-12-30 00:30:00",744,13.91,-3.693,-5.307,77.8,-8.57,0.419,58.07,49.48,1.459,0.416,0.731,0.524,1.071,100.6,101.4,0,0,"2018-12-30 00:00:01",-0.007,168.2,0,0,533.8,6.495,-0.691,0.891,-10.97,7.52,-5.617,267.5,-1.582,-18.49,-1.313,-11.66,8.41,-20.07,279.5,298,0.235,0.29,0.288,0.28,0.219,0.056,0.08,0.07,0.035,0.04,1.627,2.736,3.457,3.937,4.847,-11.4,2
"2018-12-30 01:00:00",745,13.91,-3.563,-5,80.8,-7.796,0.54,119.9,28.35,1.787,0.397,0.747,0.522,1.087,100.6,101.4,0,0,"2018-12-30 00:30:01",-0.007,168.2,0,0,532.3,7.165,-0.636,0.836,-8.91,7.232,-5.405,267.7,-1.472,-16.14,-1.357,-9.54,8.07,-17.61,282.5,298.6,0.232,0.29,0.288,0.28,0.219,0.056,0.079,0.07,0.034,0.04,1.62,2.743,3.47,3.93,4.85,-11.4,2
"2018-12-30 01:30:00",746,13.91,-3.422,-5.143,89.6,-6.585,0.552,144.5,35.84,1.862,0.429,1.289,0.559,1.335,100.6,101.4,0,0,"2018-12-30 01:00:01",-0.008,168.5,0,0,531.9,6.863,-0.772,0.597,-3.148,6.402,-5.417,267.7,-1.369,-9.55,-0.791,-3.919,6.999,-10.92,288.2,297.7,0.235,0.29,0.288,0.28,0.22,0.057,0.08,0.07,0.035,0.04,1.607,2.727,3.48,3.94,4.863,-11.4,2
"2018-12-30 02:00:00",747,13.9,-3.325,-5.404,95.4,-6.022,0.558,122.3,39.43,1.778,0.391,1.074,0.5,1.104,100.6,101.3,0.2,0,"2018-12-30 01:30:01",-0.007,178.6,0,0,534.9,7.169,-0.589,0.31,-0.303,3.509,-5.522,267.6,-0.899,-3.812,-0.525,-0.892,3.819,-4.711,290.6,294.4,0.236,0.289,0.288,0.28,0.219,0.056,0.079,0.07,0.035,0.04,1.607,2.727,3.487,3.953,4.86,-11.4,1.977
"2018-12-30 02:30:00",748,13.9,-3.27,-5.41,97.3,-5.774,0.238,133.8,27.82,0.985,0.166,0.665,0.212,0.792,100.6,101.3,0.3,6,"2018-12-30 02:17:00",0.005,203.3,0,0,540.1,6.785,-0.527,0.289,-0.165,2.259,-5.553,267.6,-0.816,-2.423,-0.554,-0.692,2.548,-3.239,290.6,293,0.238,0.289,0.288,0.28,0.219,0.056,0.08,0.07,0.033,0.04,1.607,2.73,3.497,3.963,4.837,-11.4,1.9
"2018-12-30 03:00:00",749,13.9,-3.242,-5.321,97.7,-5.625,0.145,2.113,77.97,0.69,0.142,0.565,0.179,0.645,100.5,101.3,0.1,6,"2018-12-30 02:31:00",0.013,211.6,0.02,0.02,537.4,7.005,-0.631,0.305,-0.182,1.742,-5.501,267.6,-0.936,-1.924,-0.488,-0.813,2.047,-2.86,290.8,292.7,0.239,0.289,0.288,0.28,0.219,0.056,0.079,0.07,0.034,0.04,1.6,2.723,3.477,3.957,4.883,-11.4,1.9
"2018-12-30 03:30:00",750,13.9,-3.244,-5.201,98.1,-5.461,0.421,257.3,65.51,1.382,0.394,0.944,0.428,1.12,100.5,101.3,0.1,6,"2018-12-30 03:04:00",0,189.6,0.02,0.02,539.6,6.889,-0.835,0.366,-0.236,0.902,-5.436,267.7,-1.202,-1.139,-0.458,-1.072,1.269,-2.34,291,292.2,0.24,0.289,0.288,0.28,0.219,0.058,0.08,0.07,0.035,0.04,1.6,2.72,3.483,3.95,4.87,-11.4,1.9
"2018-12-30 04:00:00",751,13.9,-3.267,-5.073,98,-5.346,0.434,285.4,79.86,1.255,0.48,1.074,0.485,0.989,100.5,101.3,0,6,"2018-12-30 03:40:00",-0.003,192.6,0.01,0.01,543.9,6.987,-0.869,0.382,-0.241,0.672,-5.326,267.8,-1.251,-0.913,-0.485,-1.11,1.054,-2.164,291.5,292.4,0.241,0.289,0.288,0.28,0.22,0.055,0.082,0.07,0.035,0.04,1.597,2.703,3.497,3.963,4.86,-11.4,1.9
